,ret,position,return
2014-07-06,0.0126933835531,0.0,0.0
2014-07-13,-0.0160286564607,0.0,-0.0
2014-07-20,0.00695449404341,0.0,0.0
2014-07-27,0.0529222484016,0.0,0.0
2014-08-03,0.0327288700475,0.0,0.0
2014-08-10,-0.00765644597539,0.0,-0.0
2014-08-17,0.0102411415145,0.0,0.0
2014-08-24,-0.0110555998973,0.0,-0.0
2014-08-31,-0.0080905665555,0.0,-0.0
2014-09-07,0.0473996145045,0.0,0.0
2014-09-14,-0.0157183893097,0.0,-0.0
2014-09-21,-0.0065163653681,0.0,-0.0
2014-09-28,-0.00215716485822,0.0,-0.0
2014-10-05,0.002232367992,0.0,0.0
2014-10-12,0.00124464496442,0.0,0.0
2014-10-19,-0.00813768763771,0.0,-0.0
2014-10-26,-0.0156023797717,0.0,-0.0
2014-11-02,0.0466503692742,0.0,0.0
2014-11-09,-0.0102366661626,0.0,-0.0
2014-11-16,0.0539419135912,0.0,0.0
2014-11-23,-0.0081530286481,0.0,-0.0
2014-11-30,0.116479901125,0.0,0.0
2014-12-07,0.14929248994,1.0,0.14929248994
2014-12-14,-0.00316664610356,1.0,-0.00316664610356
2014-12-21,0.0898167807279,1.0,0.0898167807279
2014-12-28,0.031184658603,1.0,0.031184658603
2015-01-04,0.0473663546455,1.0,0.0473663546455
2015-01-11,-0.00486145694161,1.0,-0.00486145694161
2015-01-18,0.0327041578941,0.0,0.0
2015-01-25,-0.033364388215,1.0,-0.033364388215
2015-02-01,-0.0620521849381,0.0,-0.0
2015-02-08,-0.0333165503424,0.0,-0.0
2015-02-15,0.043965874097,0.0,0.0
2015-02-22,0.007326893881,0.0,0.0
2015-03-01,0.0119958389472,0.0,0.0
2015-03-08,-0.0416114410778,0.0,-0.0
2015-03-15,0.0521400892489,0.0,0.0
2015-03-22,0.0743019855212,1.0,0.0743019855212
2015-03-29,0.00319489817414,1.0,0.00319489817414
2015-04-05,0.0475749138254,1.0,0.0475749138254
2015-04-12,0.0601393869083,1.0,0.0601393869083
2015-04-19,0.0832815448668,1.0,0.0832815448668
2015-04-26,-0.00351579498481,1.0,-0.00351579498481
2015-05-03,0.00822951226232,1.0,0.00822951226232
2015-05-10,-0.0430806216592,0.0,-0.0
2015-05-17,-0.0160900141769,0.0,-0.0
2015-05-24,0.0615744295966,0.0,0.0
2015-05-31,-0.0423282555495,1.0,-0.0423282555495
2015-06-07,0.0619191141802,0.0,0.0
2015-06-14,0.0140018027408,1.0,0.0140018027408
2015-06-21,-0.133480955084,1.0,-0.133480955084
2015-06-28,-0.0573061473068,0.0,-0.0
2015-07-05,-0.0564293703754,0.0,-0.0
2015-07-12,0.122429794699,0.0,0.0
2015-07-19,-0.0315154889355,0.0,-0.0
2015-07-26,-0.0235194109984,0.0,-0.0
2015-08-02,-0.102079889451,0.0,-0.0
2015-08-09,0.0172914886633,0.0,0.0
2015-08-16,0.0292525797407,0.0,0.0
2015-08-23,-0.118616118386,0.0,-0.0
2015-08-30,-0.0490453651055,0.0,-0.0
2015-09-06,0.0387385791755,0.0,0.0
2015-09-13,-0.0215016851495,0.0,-0.0
2015-09-20,0.00163916363808,0.0,0.0
2015-09-27,-0.00708829241213,0.0,-0.0
2015-10-04,-0.0170774394743,0.0,-0.0
2015-10-11,0.034096786115,0.0,0.0
2015-10-18,0.0470796899971,0.0,0.0
2015-10-25,0.00868859546996,0.0,0.0
2015-11-01,-0.0132208975756,0.0,-0.0
2015-11-08,0.0780432360935,0.0,0.0
2015-11-15,-0.0183324176911,1.0,-0.0183324176911
2015-11-22,0.00775648761883,0.0,0.0
2015-11-29,-0.0536391982112,0.0,-0.0
2015-12-06,0.0270390608346,0.0,0.0
2015-12-13,-0.0229861197824,0.0,-0.0
2015-12-20,0.034314782503,0.0,0.0
2015-12-27,0.0286855153211,0.0,0.0
2016-01-03,-0.0287024647808,0.0,-0.0
2016-01-10,-0.0831081816289,0.0,-0.0
2016-01-17,-0.0669873228102,0.0,-0.0
2016-01-24,-0.00433014266598,0.0,-0.0
2016-01-31,-0.0431425227186,0.0,-0.0
2016-02-07,-0.00291230373649,0.0,-0.0
2016-02-21,0.0187295868797,0.0,0.0
2016-02-28,-0.0243062462935,0.0,-0.0
2016-03-06,0.0853390859464,0.0,0.0
2016-03-13,-0.0242886425983,1.0,-0.0242886425983
2016-03-20,0.0340239021834,1.0,0.0340239021834
