,gold
2012-07-19,0.000646074
2012-07-20,0.001813989
2012-07-23,-0.005646943
2012-07-24,0.001604938
2012-07-25,0.006317022
2012-07-26,0.008880179
2012-07-27,0.007466537
2012-07-30,-0.000542283
2012-07-31,0.001808591
2012-08-01,-0.002527456
2012-08-02,-0.006364816
2012-08-03,-0.007316333
2012-08-06,0.008593535
2012-08-07,0.004396604
2012-08-08,-0.006128302
2012-08-09,0.005619343
2012-08-10,-0.003624611
2012-08-13,0.009064177
2012-08-14,-0.004836868
2012-08-15,-0.009418868
2012-08-16,0.003413281
2012-08-17,0.007957479
2012-08-20,0.000180794
2012-08-21,0.001415961
2012-08-22,0.010048135
2012-08-23,0.014624412
2012-08-24,-0.001115514
2012-08-27,0.006054016
2012-08-28,-0.006222066
2012-08-29,0.002733686
2012-08-30,-0.004778237
2012-08-31,0.000559647
2012-09-03,0.015926286
2012-09-04,0.003622139
2012-09-05,-0.001443626
2012-09-06,0.007893595
2012-09-07,-0.007114579
2012-09-10,0.021381104
2012-09-11,-0.001584158
2012-09-12,0.003003343
2012-09-13,-0.002853107
2012-09-14,0.020737131
2012-09-17,-0.00086037
2012-09-18,-0.006944444
2012-09-19,0.00979021
2012-09-20,-0.010193906
2012-09-21,0.006184932
2012-09-24,-0.00564626
2012-09-25,0.002993007
2012-09-26,-0.000892434
2012-09-27,-0.005750174
2012-09-28,0.010780763
2012-10-08,-0.004805155
2012-10-09,0.002735138
2012-10-10,-0.004147183
2012-10-11,-0.000698734
2012-10-12,-0.000699222
2012-10-15,-0.013126592
2012-10-16,-0.002722632
2012-10-17,0.002445683
2012-10-18,-0.00141844
2012-10-19,-0.006079545
2012-10-22,-0.006716973
2012-10-23,-0.003107824
2012-10-24,-0.00502266
2012-10-25,0.000899359
2012-10-26,-0.007275362
2012-10-29,0.005664399
2012-10-30,-0.000406469
2012-10-31,-0.001016585
2012-11-01,0.005088097
2012-11-02,-0.005496254
2012-11-05,-0.016376276
2012-11-06,0.003726047
2012-11-07,0.02286253
2012-11-08,-0.004867792
2012-11-09,0.008191265
2012-11-12,-0.000229674
2012-11-13,-0.00640363
2012-11-14,0.000809225
2012-11-15,-0.001530509
2012-11-16,-0.004772096
2012-11-19,0.006044579
2012-11-20,0.004275109
2012-11-21,-0.005953922
2012-11-22,0.003472222
2012-11-23,-8.65052E-05
2012-11-26,0.009718257
2012-11-27,-0.00045696
2012-11-28,-0.006457512
2012-11-29,-0.009634188
2012-11-30,0.004791358
2012-12-03,-0.005144211
2012-12-04,-0.008627702
2012-12-05,0.000673953
2012-12-06,-0.007349927
2012-12-07,0.007109354
2012-12-10,0.003573521
2012-12-11,0.003502423
2012-12-12,0.001832354
2012-12-13,-0.008622442
2012-12-14,0.000761392
2012-12-17,-0.006554691
2012-12-18,0.00736377
2012-12-19,-0.014736842
2012-12-20,-0.003917379
2012-12-21,-0.014956501
2012-12-24,0.010253463
2012-12-25,-0.001826293
2012-12-26,-0.000389922
2012-12-27,-0.000570108
2012-12-28,-0.000720548
2012-12-31,0.004987381
2013-01-04,-0.009058296
2013-01-07,0.006124234
2013-01-08,-0.005757121
2013-01-09,0.007238072
2013-01-10,-0.000838374
2013-01-11,0.006682649
2013-01-14,-2.97681E-05
2013-01-15,0.004673732
2013-01-16,0.000622241
2013-01-17,-0.000888362
2013-01-18,0.005364552
2013-01-21,0.000412724
2013-01-22,0.001414469
2013-01-23,-8.82794E-05
2013-01-24,-0.007092407
2013-01-25,-0.003586354
2013-01-28,-0.004640371
2013-01-29,0.00212181
2013-01-30,0.001998032
2013-01-31,0.002380952
2013-02-01,-0.005225653
2013-02-04,0.005074021
2013-02-05,0.001069074
2013-02-06,0.000177989
2013-02-07,0.000415233
2013-02-08,-0.001630596
2013-02-18,-0.028210839
2013-02-19,-0.001405653
2013-02-20,-0.002417455
2013-02-21,-0.021349693
2013-02-22,0.01391675
2013-02-25,0.000216397
2013-02-26,0.001359913
2013-02-27,0.008395321
2013-02-28,-0.008325426
2013-03-01,-0.010154634
2013-03-04,-0.001559089
2013-03-05,0.001124297
2013-03-06,-0.004772897
2013-03-07,-9.4035E-05
2013-03-08,-0.002037618
2013-03-11,0.003612376
2013-03-12,-3.12989E-05
2013-03-13,0.004413284
2013-03-14,-0.004643191
2013-03-15,0.002097617
2013-03-18,0.003467883
2013-03-19,0.001961456
2013-03-20,0.003449133
2013-03-21,-0.002167652
2013-03-22,0.001458585
2013-03-25,-0.001704369
2013-03-26,-0.003414558
2013-03-27,-0.005606603
2013-03-28,0.005826155
2013-03-29,-0.002740494
2013-04-01,-0.001124192
2013-04-02,0.000969144
2013-04-03,-0.018833156
2013-04-08,0.00808531
2013-04-09,-0.004073384
2013-04-10,0.005041218
2013-04-11,-0.016151929
2013-04-12,-0.000160323
2013-04-15,-0.070296966
2013-04-16,-0.052224905
2013-04-17,0.0063328
2013-04-18,-0.002133816
2013-04-19,0.034757711
2013-04-22,0.010472855
2013-04-23,-0.015875767
2013-04-24,0.024233032
2013-04-25,0.008287768
2013-04-26,0.011255116
2013-05-02,-0.006475548
2013-05-03,0.007536153
2013-05-06,0.009433962
2013-05-07,-0.018691589
2013-05-08,0.001768707
2013-05-09,0.007707456
2013-05-10,-0.002089019
2013-05-13,-0.008542391
2013-05-14,-0.006129955
2013-05-15,-0.021381579
2013-05-16,-0.016316527
2013-05-17,-0.010607247
2013-05-20,-0.005468413
2013-05-21,0.022428013
2013-05-22,-0.003821115
2013-05-23,-0.012643841
2013-05-24,0.004316547
2013-05-27,0.005909742
2013-05-28,-0.006088659
2013-05-29,-0.004227269
2013-05-30,0.010397179
2013-05-31,0.002314403
2013-06-03,-0.013712256
2013-06-04,0.006879412
2013-06-05,-0.003756036
2013-06-06,-0.003590664
2013-06-07,0.012936937
2013-06-13,-0.011028496
2013-06-14,-0.002302241
2013-06-17,-0.000793222
2013-06-18,-0.005376538
2013-06-19,-0.005042809
2013-06-20,-0.028331814
2013-06-21,-0.015048034
2013-06-24,-0.008801006
2013-06-25,-0.004804736
2013-06-26,-0.028272373
2013-06-27,-0.006041576
2013-06-28,-0.026272644
2013-07-01,0.043531828
2013-07-02,0.009838646
2013-07-03,-0.017926734
2013-07-04,0.012896825
2013-07-05,-0.008854065
2013-07-08,-0.007273015
2013-07-09,0.010551463
2013-07-10,-0.004373522
2013-07-11,0.026435553
2013-07-12,-0.006862783
2013-07-15,0.008191312
2013-07-16,-0.002310358
2013-07-17,0.000385951
2013-07-18,-0.010725309
2013-07-19,0.01158256
2013-07-22,0.020047033
2013-07-23,0.009750935
2013-07-24,0.005838979
2013-07-25,-0.014252223
2013-07-26,0.006040015
2013-07-29,-0.008217636
2013-07-30,-0.000794522
2013-07-31,0.006285498
2013-08-01,-0.005155027
2013-08-02,-0.023147623
2013-08-05,0.020250126
2013-08-06,-0.01370019
2013-08-07,-0.010696833
2013-08-08,0.007428727
2013-08-09,0.012277044
2013-08-12,0.017391304
2013-08-13,0.004498426
2013-08-14,-0.0119794
2013-08-15,0.009367328
2013-08-16,0.017438162
2013-08-19,0.006252529
2013-08-20,-0.010709456
2013-08-21,0.005800635
2013-08-22,-0.00161628
2013-08-23,0.005151036
2013-08-26,0.016472052
2013-08-27,0.002268717
2013-08-28,0.014192297
2013-08-29,-0.008041946
2013-08-30,-0.008571429
2013-09-02,-0.002161383
2013-09-03,-0.002202166
2013-09-04,0.010094432
2013-09-05,-0.012608353
2013-09-06,-0.008633824
2013-09-09,0.010538642
2013-09-10,-0.008545771
2013-09-11,-0.005186267
2013-09-12,-0.015750055
2013-09-13,-0.019806781
2013-09-16,0.003729355
2013-09-17,-0.006672733
2013-09-18,-0.011374046
2013-09-23,0.016871284
2013-09-24,-0.003568852
2013-09-25,-0.000952562
2013-09-26,0.009038902
2013-09-27,-0.003741921
2013-09-30,0.007853403
2013-10-08,-0.009222661
2013-10-09,-0.004179331
2013-10-10,-0.008775277
2013-10-11,-0.007813703
2013-10-14,-0.009776157
2013-10-15,-0.007404505
2013-10-16,0.006512472
2013-10-17,-0.003882201
2013-10-18,0.024053224
2013-10-21,0.002421866
2013-10-22,-0.004832029
2013-10-23,0.011522158
2013-10-24,0.00068574
2013-10-25,0.000723341
2013-10-28,0.004831469
2013-10-29,0.000265021
2013-10-30,-0.001059803
2013-10-31,-0.006327675
2013-11-01,-0.005948522
2013-11-04,-0.00874602
2013-11-05,0.001315739
2013-11-06,-0.00247343
2013-11-07,0.003486885
2013-11-08,-0.005752674
2013-11-11,-0.016425909
2013-11-12,-0.005250898
2013-11-13,-0.003889506
2013-11-14,0.00804845
2013-11-15,0
2013-11-18,0.000237154
2013-11-19,-0.008535525
2013-11-20,0.001235552
2013-11-21,-0.020062896
2013-11-22,-0.002031117
2013-11-25,-0.009565678
2013-11-26,0.016439257
2013-11-27,-0.005620249
2013-11-28,-0.005408043
2013-11-29,0.000449714
2013-12-02,0.004454252
2013-12-03,-0.014727421
2013-12-04,-0.005326617
2013-12-05,0.010876334
2013-12-06,-4.10661E-05
2013-12-09,0.00201232
2013-12-10,0.003975573
2013-12-11,0.007144024
2013-12-12,-0.002877873
2013-12-13,-0.015934959
2013-12-16,0.00276768
2013-12-17,0.011534501
2013-12-18,-0.010140501
2013-12-19,-0.008475274
2013-12-20,-0.019211618
2013-12-23,0.010153573
2013-12-24,-0.00481635
2013-12-25,0.005765508
2013-12-26,0.001255283
2013-12-27,0.005056626
2013-12-30,-0.007193347
2013-12-31,-0.009674582
2014-01-02,0.024697623
2014-01-03,0.006190673
2014-01-06,0.006521739
2014-01-07,0.001630058
2014-01-08,-0.015623093
2014-01-09,-0.000537301
2014-01-10,0.004879663
2014-01-13,0.014403292
2014-01-14,-0.000649087
2014-01-15,-0.008849558
2014-01-16,0.001351573
2014-01-17,0.003722034
2014-01-20,0.005786471
2014-01-21,-0.004132566
2014-01-22,-0.007851912
2014-01-23,-0.002460327
2014-01-24,0.014880585
2014-01-27,0.003604844
2014-01-28,-0.007587376
2014-01-29,0.000162668
2014-01-30,0.001748394
2014-02-07,0.007793157
2014-02-10,0.008457852
2014-02-11,0.004393147
2014-02-12,0.002266492
2014-02-13,0.000158692
2014-02-14,0.018207061
2014-02-17,0.012310569
2014-02-18,-0.007081008
2014-02-19,0.000891438
2014-02-20,-0.002904275
2014-02-21,0.006990563
2014-02-24,0.00466659
2014-02-25,0.007255278
2014-02-26,0.010785472
2014-02-27,-0.014101501
2014-02-28,0.00478048
2014-03-03,0.013207475
2014-03-04,-0.008264463
2014-03-05,-0.003484848
2014-03-06,-0.000342101
2014-03-07,0.008669531
2014-03-10,-0.010329099
2014-03-11,0.007541995
2014-03-12,0.01103928
2014-03-13,0.00871256
2014-03-14,-0.00048191
2014-03-17,0.013574157
2014-03-18,-0.015331699
2014-03-19,-0.003344482
2014-03-20,-0.010253542
2014-03-21,-0.000715766
2014-03-24,-0.005164744
2014-03-25,-0.010193641
2014-03-26,0.003062787
2014-03-27,-0.009503817
2014-03-28,-0.00389195
2014-03-31,-0.00270793
2014-04-01,-0.005469356
2014-04-02,-0.000546043
2014-04-03,0.003160976
2014-04-04,0.002256283
2014-04-08,0.013041453
2014-04-09,0.00045977
2014-04-10,0.007199755
2014-04-11,-0.001368821
2014-04-14,0.00841456
2014-04-15,-0.010081178
2014-04-16,-0.008009764
2014-04-17,-0.002999077
2014-04-18,0.000115696
2014-04-21,-0.006439671
2014-04-22,0.003454164
2014-04-23,-0.002591375
2014-04-24,-0.000697999
2014-04-25,0.007993791
2014-04-28,0.008199877
2014-04-29,-0.006873115
2014-04-30,0.00065362
2014-05-05,0.009913164
2014-05-06,0.000532643
2014-05-07,-0.000684463
2014-05-08,-0.014269406
2014-05-09,0.000424628
2014-05-12,-0.000231517
2014-05-13,0.00150521
2014-05-14,0.00308297
2014-05-15,0.002727727
2014-05-16,-0.005019157
2014-05-19,0.00392776
2014-05-20,-0.003490468
2014-05-21,0.000192456
2014-05-22,0.000962094
2014-05-23,-0.000346021
2014-05-26,-0.001730703
2014-05-27,-0.004892896
2014-05-28,-0.013124782
2014-05-29,-0.011102393
2014-05-30,0.002896021
2014-06-03,-0.007515823
2014-06-04,0.000398565
2014-06-05,-0.002390438
2014-06-06,0.009384984
2014-06-09,-0.002057369
2014-06-10,-0.00249772
2014-06-11,0.003418124
2014-06-12,-0.001822071
2014-06-13,0.009325397
2014-06-16,0.00959308
2014-06-17,-0.011838467
2014-06-18,0.002482759
2014-06-19,0.006289803
2014-06-20,0.02547074
2014-06-23,0.004495238
2014-06-24,-0.000265473
2014-06-25,-0.002693373
2014-06-26,-0.000456447
2014-06-27,0.001179694
2014-06-30,-0.004675206
2014-07-01,0.008134117
2014-07-02,0.002007652
2014-07-03,-0.00306215
2014-07-04,0.00083425
2014-07-07,-0.00844921
2014-07-08,0.00496752
2014-07-09,0.002889734
2014-07-10,0.003905065
2014-07-11,0.007930813
2014-07-14,-0.013601109
2014-07-15,-0.005811745
2014-07-16,-0.009704657
2014-07-17,0.004861299
2014-07-18,0.004760991
2014-07-21,0.003477397
2014-07-22,-0.00575019
2014-07-23,0.000306408
2014-07-24,-0.008883103
2014-07-25,-0.003863241
2014-07-28,0.007368625
2014-07-29,0.000384986
2014-07-30,-0.005580142
2014-07-31,-0.002360681
2014-08-01,-0.008301331
2014-08-04,0.007744964
2014-08-05,-0.003182859
2014-08-06,-0.001401815
2014-08-07,0.008812634
2014-08-08,0.009238143
2014-08-11,-0.006625814
2014-08-12,0.002428962
2014-08-13,-0.0015
2014-08-14,0.003004507
2014-08-15,-0.000960098
2014-08-18,-0.010148382
2014-08-19,-0.001941748
2014-08-20,-0.00233463
2014-08-21,-0.009945398
2014-08-22,0.00023636
2014-08-25,-0.002402426
2014-08-26,0.009751283
2014-08-27,-0.003206005
2014-08-28,0.000784468
2014-08-29,-0.000431119
2014-09-01,0.000392095
2014-09-02,-0.009014659
2014-09-03,-0.006288562
2014-09-04,-0.001353234
2014-09-05,-0.002630425
2014-09-09,-0.008271728
2014-09-10,0.001128213
2014-09-11,-0.005111487
2014-09-12,-0.008010033
2014-09-15,-0.001672036
2014-09-16,0.00245098
2014-09-17,-0.000325998
2014-09-18,-0.012188162
2014-09-19,-0.001320513
2014-09-22,-0.012313541
2014-09-23,0.007823286
2014-09-24,0.00664176
2014-09-25,-0.013319588
2014-09-26,0.014586033
2014-09-29,-0.007373538
2014-09-30,0.001120471
2014-10-08,8.2905E-05
2014-10-09,0.005512725
2014-10-10,-0.003462632
2014-10-13,0.007817994
2014-10-14,-0.000246265
2014-10-15,-0.005993924
2014-10-16,0.00945812
2014-10-17,0.001963913
2014-10-20,-0.000408347
2014-10-21,0.008987295
2014-10-22,-0.006477995
2014-10-23,-0.002200579
2014-10-24,-0.009924444
2014-10-27,-0.000825014
2014-10-28,-0.001651391
2014-10-29,4.13531E-05
2014-10-30,-0.018277302
2014-10-31,-0.029358494
2014-11-03,0.002126367
2014-11-04,-0.006192353
2014-11-05,-0.015686275
2014-11-06,-0.002301903
2014-11-07,-0.000354956
2014-11-10,0.024012428
2014-11-11,-0.012656582
2014-11-12,0.011414022
2014-11-13,-0.006510699
2014-11-14,-0.007383459
2014-11-17,0.03243838
2014-11-18,-0.00072473
2014-11-19,0.003412969
2014-11-20,-0.005952381
2014-11-21,0.006886228
2014-11-24,0.00739136
2014-11-25,-0.000632511
2014-11-26,0.00164557
2014-11-27,-0.004086103
2014-11-28,-0.00389138
2014-12-01,-0.028280255
2014-12-02,0.043786051
2014-12-03,-0.005065729
2014-12-04,0.001472754
2014-12-05,0.004201681
2014-12-08,-0.008410042
2014-12-09,0.014304401
2014-12-10,0.024003661
2014-12-11,-0.012106439
2014-12-12,-0.001110334
2014-12-15,0.000823384
2014-12-16,-0.016495269
2014-12-17,0.00087833
2014-12-18,0.004387798
2014-12-19,0.002413147
2014-12-22,-0.002822397
2014-12-23,-0.013735692
2014-12-24,-0.001603714
2014-12-25,0.000507249
2014-12-26,0.006379653
2014-12-29,0.007388749
2014-12-30,-0.010585098
2014-12-31,0.013351866
2015-01-05,4.15645E-05
2015-01-06,0.007896924
2015-01-07,0.002639175
2015-01-08,-0.001604014
2015-01-09,0.000700309
2015-01-12,0.011855755
2015-01-13,0.00642799
2015-01-14,0.001293556
2015-01-15,-0.010859911
2015-01-16,0.028529448
2015-01-19,0.015079365
2015-01-20,0.000742768
2015-01-21,0.016797531
2015-01-22,-0.011564025
2015-01-23,0.009794776
2015-01-26,0.003849115
2015-01-27,-0.009240798
2015-01-28,0.002979991
2015-01-29,-0.006405309
2015-01-30,-0.016737864
2015-02-02,0.018760615
2015-02-03,0.001240599
2015-02-04,-0.013784558
2015-02-05,0.002198665
2015-02-06,-0.001292799
2015-02-09,-0.02035853
2015-02-10,0.002162249
2015-02-11,-0.005593735
2015-02-12,-0.011973642
2015-02-13,0.006913379
2015-02-16,0.004038772
2015-02-17,-0.005510861
2015-02-25,-0.010961453
2015-02-26,0.000286275
2015-02-27,0.000981234
2015-03-02,0.010456235
2015-03-03,-0.009660859
2015-03-04,-0.003346939
2015-03-05,-0.004832501
2015-03-06,-0.002839506
2015-03-09,-0.020263299
2015-03-10,-0.008213985
2015-03-11,-0.000637078
2015-03-12,0.002082448
2015-03-13,-0.004877221
2015-03-16,0.000894988
2015-03-17,-0.007877369
2015-03-18,-0.008583691
2015-03-19,0.015108225
2015-03-20,4.26457E-05
2015-03-23,0.009296375
2015-03-24,0.00443637
2015-03-25,0.001934968
2015-03-26,0.011965238
2015-03-27,-0.002240292
2015-03-30,-0.007318087
2015-03-31,-0.013361816
2015-04-01,0.004839737
2015-04-02,0.015252017
2015-04-03,-0.003745318
2015-04-07,0.00839599
2015-04-08,0.002029742
2015-04-09,-0.014055395
2015-04-10,0.00163522
2015-04-13,0.010255766
2015-04-14,-0.009322947
2015-04-15,-0.003178719
2015-04-16,0.00826585
2015-04-17,-0.001248439
2015-04-20,0.007458333
2015-04-21,-0.013317341
2015-04-22,0.005994048
2015-04-23,-0.012541667
2015-04-24,0.007637453
2015-04-27,-0.008375209
2015-04-28,0.015625
2015-04-29,0.004116424
2015-04-30,-0.006459895
2015-05-04,-0.012336932
2015-05-05,0.003207157
2015-05-06,0.004416775
2015-05-07,-0.007915236
2015-05-08,0.00320824
2015-05-11,-0.002019777
2015-05-12,-0.001138424
2015-05-13,0.008780076
2015-05-14,0.016110135
2015-05-15,0.003006218
2015-05-18,0.007431434
2015-05-19,-0.00741737
2015-05-20,-0.009772121
2015-05-21,0.002570801
2015-05-22,-0.000206791
2015-05-25,-0.005129478
2015-05-26,-0.005571726
2015-05-27,-0.006313765
2015-05-28,-0.001683147
2015-05-29,0.001433087
2015-06-01,-0.003367145
2015-06-02,0.002576122
2015-06-03,0.000505476
2015-06-04,-0.006652071
2015-06-05,-0.003984064
2015-06-08,-0.001276596
2015-06-09,0.002045164
2015-06-10,0.007100944
2015-06-11,-0.001519949
2015-06-12,-0.000338281
2015-06-15,0.001226682
2015-06-16,0.002534854
2015-06-17,-0.007163928
2015-06-18,0.008064516
2015-06-19,0.008
2015-06-23,-0.008688388
2015-06-24,-0.00977583
2015-06-25,0.000425532
2015-06-26,-0.000510421
2015-06-29,0.002468295
2015-06-30,-0.002632026
2015-07-01,-0.002383587
2015-07-02,-0.00703985
2015-07-03,0.004468698
2015-07-06,-0.000342217
2015-07-07,0.000855835
2015-07-08,-0.020351447
2015-07-09,0.015318815
2015-07-10,0.000558803
2015-07-13,-0.005885638
2015-07-14,-0.002592913
2015-07-15,0.00212305
2015-07-16,-0.007306844
2015-07-17,-0.001785714
2015-07-20,-0.024739299
2015-07-21,-0.008142448
2015-07-22,-0.01262968
2015-07-23,0.002969392
2015-07-24,-0.01074926
2015-07-27,0.019291864
2015-07-28,-0.008356672
2015-07-29,0.000136656
2015-07-30,-0.009336856
2015-07-31,-0.002942393
2015-08-03,0.011204869
2015-08-04,-0.005289558
2015-08-05,-0.002429632
2015-08-06,-9.19075E-05
2015-08-07,0.005101337
2015-08-10,0.005715592
2015-08-11,0.022914299
2015-08-12,0.032223654
2015-08-13,-0.005339304
2015-08-14,-0.001731602
2015-08-17,0.000433651
2015-08-18,0.001473775
2015-08-19,0.003246191
2015-08-20,0.012554467
2015-08-21,0.014145718
2015-08-24,0.006554071
2015-08-25,-0.00717923
2015-08-26,-0.00874464
2015-08-27,-0.011069641
2015-08-28,0.000128661
2015-08-31,0.002358491
2015-09-01,0.003636364
2015-09-02,0.001278772
2015-09-07,-0.01660281
2015-09-08,-0.001818182
2015-09-09,0.002255183
2015-09-10,-0.013024665
2015-09-11,0.001139901
2015-09-14,-0.001576527
2015-09-15,-0.000219308
2015-09-16,0.00035097
2015-09-17,0.010613104
2015-09-18,0.006596077
2015-09-21,0.00879462
2015-09-22,-0.002564103
2015-09-23,-0.003813196
2015-09-24,0.005720184
2015-09-25,0.005987
2015-09-28,-0.006546506
2015-09-29,-0.013436029
2015-09-30,-0.000260236
2015-10-08,0.019522777
2015-10-09,-0.000978723
2015-10-12,0.010350556
2015-10-13,-0.003794266
2015-10-14,0.014980956
2015-10-15,0.006504336
2015-10-16,-0.003479702
2015-10-19,-0.004406385
2015-10-20,0.002505219
2015-10-21,0.000874636
2015-10-22,-0.005326453
2015-10-23,0.00610802
2015-10-26,-0.009106408
2015-10-27,0.000629459
2015-10-28,0.006500315
2015-10-29,-0.01125
2015-10-30,-0.014285714
2015-11-02,-0.002607841
2015-11-03,-0.005015002
2015-11-04,-0.014603886
2015-11-05,-0.007563172
2015-11-06,0.001321528
2015-11-09,-0.012845893
2015-11-10,-0.000668479
2015-11-11,0.001025687
2015-11-12,-0.004766784
2015-11-13,-0.000223814
2015-11-16,0.009626147
2015-11-17,-0.01481153
2015-11-18,-0.005581563
2015-11-19,0.003032772
2015-11-20,0.006814387
2015-11-23,-0.01017481
2015-11-24,0.002762306
2015-11-25,0.006322254
2015-11-26,-0.004442649
2015-11-27,-0.004823079
2015-11-30,-0.012501132
2015-12-01,0.016145308
2015-12-02,-0.004513858
2015-12-03,-0.010701007
2015-12-04,0.008158401
2015-12-07,0.022867794
2015-12-08,-0.000444464
2015-12-09,-0.007159056
2015-12-10,-0.002149767
2015-12-11,0.000987433
2015-12-14,0.004663259
2015-12-15,-0.010756047
2015-12-16,0.002932551
2015-12-17,0.003733693
2015-12-18,-0.007753328
2015-12-21,0.011472448
2015-12-22,0.005581852
2015-12-23,-0.00262001
2015-12-24,0.000578807
2015-12-25,0.001824412
2015-12-28,-0.000888336
2015-12-29,-0.000978039
2015-12-30,-0.001201495
2015-12-31,-0.007083983
2016-01-04,0.008570403
2016-01-05,0.008364106
2016-01-06,0.006353408
2016-01-07,0.022578807
2016-01-08,0.001286229
2016-01-11,0.005780594
2016-01-12,-0.010132402
2016-01-13,-0.013934885
2016-01-14,0.009333973
2016-01-15,-0.003932414
2016-01-18,0.005206074
2016-01-19,-0.00172637
2016-01-20,0.00432339
2016-01-21,0.008049935
2016-01-22,-0.007131571
2016-01-25,0.00511828
2016-01-26,0.014164064
2016-01-27,0.000379747
2016-01-28,-0.001265342
2016-01-29,-0.001309177
2016-02-01,0.006808187
2016-02-02,0.001722038
2016-02-03,0
2016-02-04,0.013836478
2016-02-05,0.008850289
2016-02-15,0.040009838
2016-02-16,-0.009105242
2016-02-17,0.010382275
2016-02-18,-0.003740157
2016-02-19,0.014226437
2016-02-22,-0.006974479
2016-02-23,0.005061602
2016-02-24,0.003240289
2016-02-25,0.01299712
2016-02-26,0.000345728
2016-02-29,-0.005952152
2016-03-01,0.008730588
2016-03-02,-0.009420956
2016-03-03,0.010863682
2016-03-04,0.012506215
2016-03-07,0.000982096
2016-03-08,0.004867925
2016-03-09,-0.009538473
2016-03-10,-0.008796209
2016-03-11,0.01354091
2016-03-14,-0.010906895
2016-03-15,-0.016750611
2016-03-16,0.005432884
2016-03-17,0.018410591
2016-03-18,-0.005305844
2016-03-21,-0.010477787
2016-03-22,0.009202572
2016-03-23,-0.01468905
2016-03-24,-0.012584705
2016-03-25,0.004117647
2016-03-28,-0.001054482
2016-03-29,-0.002971303
2016-03-30,0.014351816
2016-03-31,-0.011520025
2016-04-01,0.005084083
2016-04-05,-0.006031128
2016-04-06,0.002113917
2016-04-07,-0.001367241
2016-04-08,0.006493506
2016-04-11,0.014263506
2016-04-12,0.001264513
2016-04-13,-0.005740528
2016-04-14,-0.006966898
2016-04-15,-0.004031164
2016-04-18,0.005176104
2016-04-19,0.006272263
2016-04-20,0.000384763
2016-04-21,0.010538462
2016-04-22,-0.008753901
2016-04-25,-0.005298725
2016-04-26,-0.002547672
2016-04-27,0.00878483
2016-04-28,0.003184103
2016-04-29,0.018432122
2016-05-03,0.016408831
2016-05-04,-0.008644575
2016-05-05,-0.002794857
2016-05-06,0.00235426
2016-05-09,-0.000484659
2016-05-10,-0.007832898
2016-05-11,0.00387218
2016-05-12,-0.002359285
2016-05-13,0.004091592
2016-05-16,0.006953531
2016-05-17,-0.005420457
2016-05-18,0.000149315
2016-05-19,-0.012801851
2016-05-20,3.78072E-05
2016-05-23,-0.00151223
2016-05-24,-0.00628526
2016-05-25,-0.015240998
2016-05-26,0.005416908
2016-05-27,-0.007004041
2016-05-30,-0.010580165
2016-05-31,0.006267137
2016-06-01,0.005449591
2016-06-02,-0.00123887
2016-06-03,-0.002248236
2016-06-06,0.01977467
2016-06-07,0.001561964
2016-06-08,0.008368201
2016-06-13,0.025084874
2016-06-14,-0.000919963
2016-06-15,0.004714549
2016-06-16,0.017889875
2016-06-17,-0.017863574
2016-06-20,-0.002566923
2016-06-21,-0.001323529
2016-06-22,-0.011338536
2016-06-23,0.001266011
2016-06-24,0.046634437
2016-06-27,0.004974417
2016-06-28,-0.004136614
2016-06-29,0.004721838
2016-06-30,-0.005300353
2016-07-01,0.015595027
2016-07-04,0.013921438
2016-07-05,-0.004105289
2016-07-06,0.017805182
2016-07-07,0.001463481
2016-07-08,-0.008903993
2016-07-11,0.004697733
2016-07-12,-0.002047782
2016-07-13,-0.010191518
2016-07-14,-0.006979476
2016-07-15,-0.00125261
2016-07-18,-0.002612876
2016-07-19,0.002549862
2016-07-20,-0.004076371
2016-07-21,-0.008780829
2016-07-22,0.005858686
2016-07-25,-0.006070175
2016-07-26,0.002471141
2016-07-27,-0.00119731
2016-07-28,0.014384938
2016-07-29,-0.006534358
2016-08-01,0.008186684
2016-08-02,0.006697436
2016-08-03,0.006204757
2016-08-04,-0.009763618
2016-08-05,0.010621
2016-08-08,-0.019512529
2016-08-09,0.009007751
2016-08-10,0.002041522
2016-08-11,-0.006043026
2016-08-12,-0.003613118
2016-08-15,0.001917713
2016-08-16,0.002192448
2016-08-17,-0.004132231
2016-08-18,0.007252694
2016-08-19,-0.002319382
2016-08-22,-0.006419153
2016-08-23,0.001641348
2016-08-24,-0.000418381
2016-08-25,-0.006313219
2016-08-26,0
2016-08-29,-0.004879076
2016-08-30,0.001728395
2016-08-31,-0.002817001
2016-09-01,-0.006003037
2016-09-02,0.003445948
2016-09-05,0.010160731
2016-09-06,0.003399572
2016-09-07,0.010723018
2016-09-08,-0.000587483
2016-09-09,-0.005186722
2016-09-12,-0.004553354
2016-09-13,-0.000838018
2016-09-14,-0.004193605
2016-09-19,-0.004035796
2016-09-20,-0.001057082
2016-09-21,0.003174603
2016-09-22,0.008614627
2016-09-23,-0.000174307
2016-09-26,0.00111576
2016-09-27,0.00128866
2016-09-28,-0.008974225
2016-09-29,-0.001298656
2016-09-30,0.001440922
2016-10-10,-0.040814178
2016-10-11,0.000109761
2016-10-12,-0.002560819
2016-10-13,0.002053915
2016-10-14,-0.001500677
2016-10-17,0.000953079
2016-10-18,0.0069948
2016-10-19,-0.001309234
2016-10-20,0.005061724
2016-10-21,-0.001666667
2016-10-24,0.00489947
