,gold
2008-04-09,-0.011054791
2008-04-10,0.020160109
2008-04-11,-0.004306426
2008-04-14,-0.003796434
2008-04-15,0.013941148
2008-04-16,-0.005661544
2008-04-17,0.016602871
2008-04-18,-0.000611851
2008-04-21,-0.023782613
2008-04-22,-0.006126682
2008-04-23,0.003543345
2008-04-24,-0.014703748
2008-04-25,-0.016641304
2008-04-28,0.008486422
2008-04-29,-0.00999901
2008-04-30,-0.00935
2008-05-05,-0.015898652
2008-05-06,0.009334291
2008-05-07,-0.001727642
2008-05-08,-0.007889647
2008-05-09,0.020984044
2008-05-12,-0.005025126
2008-05-13,-0.003333333
2008-05-14,-0.010337489
2008-05-15,0.002048131
2008-05-16,0.013285641
2008-05-19,0.025718608
2008-05-20,0.00152409
2008-05-21,0.009474253
2008-05-22,0.011768138
2008-05-23,-0.011871576
2008-05-26,0.00583686
2008-05-27,-0.000483582
2008-05-28,-0.017514152
2008-05-29,-0.013640617
2008-05-30,-0.022516226
2008-06-02,0.009448899
2008-06-03,0.009917021
2008-06-04,-0.01753507
2008-06-05,0.003518613
2008-06-06,-0.000711418
2008-06-10,0.004271548
2008-06-11,-0.011291711
2008-06-12,-0.00747721
2008-06-13,0
2008-06-16,-0.000928793
2008-06-17,0.014048136
2008-06-18,0.00025466
2008-06-19,0.004429961
2008-06-20,0.010341681
2008-06-23,0.003161064
2008-06-24,-0.019906967
2008-06-25,0.001020669
2008-06-26,0.000713739
2008-06-27,0.026542361
2008-06-30,0.015334988
2008-07-01,-0.00195513
2008-07-02,0.016651158
2008-07-03,0.001878703
2008-07-04,-0.008462352
2008-07-07,-0.014159635
2008-07-08,0.009001476
2008-07-09,-0.008823673
2008-07-10,0.004770805
2008-07-11,0.015321357
2008-07-14,0.018657796
2008-07-15,0.008519097
2008-07-16,-0.000281571
2008-07-17,-0.008261747
2008-07-18,0.001041322
2008-07-21,-0.001844059
2008-07-22,0.009047845
2008-07-23,-0.029200507
2008-07-24,-0.013975531
2008-07-25,0.004904365
2008-07-28,-0.002293802
2008-07-29,0.002152326
2008-07-30,-0.01591253
2008-07-31,-0.003025644
2008-08-01,-0.001492537
2008-08-04,0.004484305
2008-08-05,-0.025793651
2008-08-06,-0.00305499
2008-08-07,-0.001123596
2008-08-08,-0.020861029
2008-08-11,-0.00845953
2008-08-12,-0.052032863
2008-08-13,0.015777778
2008-08-14,0.007766353
2008-08-15,-0.047541517
2008-08-18,0.014586895
2008-08-19,-0.022801303
2008-08-20,0.034425287
2008-08-21,0.005278071
2008-08-22,0.017132751
2008-08-25,-0.015485764
2008-08-26,-0.001710911
2008-08-27,0.009398496
2008-08-28,0.006572461
2008-08-29,0.001088258
2008-09-01,-0.000978367
2008-09-02,-0.030032644
2008-09-03,-0.011106125
2008-09-04,0.013669881
2008-09-05,-0.010128141
2008-09-08,0.016902205
2008-09-09,-0.018344544
2008-09-10,-0.027804519
2008-09-11,-0.025163094
2008-09-12,0.003047323
2008-09-16,0.021326026
2008-09-17,0.014814815
2008-09-18,0.098856256
2008-09-19,-0.032010042
2008-09-22,0.033608905
2008-09-23,0.014062418
2008-09-24,0.002165172
2008-09-25,0.006687243
2008-09-26,-0.015074093
2008-10-06,-0.049649805
2008-10-07,0.044327983
2008-10-08,0.02603241
2008-10-09,-0.010036682
2008-10-10,0.041583037
2008-10-13,-0.062848955
2008-10-14,-0.015184267
2008-10-15,0.000963649
2008-10-16,-0.014547788
2008-10-17,-0.028276798
2008-10-20,-0.003071939
2008-10-21,-0.019552916
2008-10-22,-0.034285714
2008-10-23,-0.036094675
2008-10-24,-0.012829957
2008-10-27,0.012810149
2008-10-28,0.025541843
2008-10-29,0.003173083
2008-10-30,0.02088804
2008-10-31,-0.041272068
2008-11-03,0.01097561
2008-11-04,-0.005910736
2008-11-05,0.016260163
2008-11-06,-0.011880597
2008-11-07,6.04193E-05
2008-11-10,0.014378927
2008-11-11,-0.004288267
2008-11-12,-0.009211628
2008-11-13,-0.023243178
2008-11-14,0.016379257
2008-11-17,0.009486743
2008-11-18,-0.003433735
2008-11-19,0.001027625
2008-11-20,0.002415459
2008-11-21,0.01
2008-11-24,0.034832399
2008-11-25,0.028760807
2008-11-26,0.001736792
2008-11-27,0
2008-11-28,0.001174497
2008-12-01,-0.003463494
2008-12-02,-0.042771456
2008-12-03,0.016280159
2008-12-04,-0.011409473
2008-12-05,0.009093029
2008-12-08,-0.004736599
2008-12-09,0.007603018
2008-12-10,0.008006451
2008-12-11,0.0316
2008-12-12,-0.011300061
2008-12-15,0.019720993
2008-12-16,0.009834624
2008-12-17,0.011969532
2008-12-18,0.015215054
2008-12-19,-0.008896891
2008-12-22,-0.006091371
2008-12-23,0.006236224
2008-12-24,-0.009990917
2008-12-25,0.00701565
2008-12-26,0.003215434
2008-12-29,0.040598291
2008-12-30,-0.010831622
2008-12-31,-0.010586953
2009-01-05,0.007185943
2009-01-06,-0.02265389
2009-01-07,0.011189855
2009-01-08,-0.011961849
2009-01-09,0.01168
2009-01-12,-0.005798935
2009-01-13,-0.035951005
2009-01-14,0.006490292
2009-01-15,-0.014536313
2009-01-16,0.011867132
2009-01-19,0.014961364
2009-01-20,-0.012149028
2009-01-21,0.025252801
2009-01-22,0.001226209
2009-01-23,0.003674121
2009-02-02,0.059737917
2009-02-03,-0.008310388
2009-02-04,-0.002826998
2009-02-05,0.007441908
2009-02-06,0.011055276
2009-02-09,-0.011580517
2009-02-10,-0.009604264
2009-02-11,0.019090171
2009-02-12,0.029194898
2009-02-13,0.001064963
2009-02-16,-0.001499033
2009-02-17,0.022325536
2009-02-18,0.012079583
2009-02-19,0.002667915
2009-02-20,0.003594436
2009-02-23,0.007581748
2009-02-24,0.002446681
2009-02-25,-0.031084504
2009-02-26,-0.002423954
2009-02-27,-0.011339273
2009-03-02,0.011903041
2009-03-03,-0.031241071
2009-03-04,-0.009536919
2009-03-05,-0.000248164
2009-03-06,0.029141637
2009-03-09,-0.008248915
2009-03-10,-0.018434749
2009-03-11,-0.018632309
2009-03-12,0.017774187
2009-03-13,0.008979956
2009-03-16,0.003048631
2009-03-17,-0.00730428
2009-03-18,-0.01037037
2009-03-19,0.022205589
2009-03-20,0.025140347
2009-03-23,0.00152381
2009-03-24,-0.018210346
2009-03-25,-0.011622839
2009-03-26,0.006761723
2009-03-27,-0.002725459
2009-03-30,-0.005953833
2009-03-31,-0.005547646
2009-04-01,-0.002270932
2009-04-02,0.003859476
2009-04-03,-0.01567429
2009-04-07,-0.028592889
2009-04-08,0.008608691
2009-04-09,-0.005519779
2009-04-10,0.000873677
2009-04-13,0.006675225
2009-04-14,0.007855139
2009-04-15,-0.007034769
2009-04-16,0.001987768
2009-04-17,-0.019990844
2009-04-20,-0.003892868
2009-04-21,0.021468397
2009-04-22,-0.003111769
2009-04-23,0.004861324
2009-04-24,0.019962316
2009-04-27,-0.001447901
2009-04-28,-0.014
2009-04-29,-0.00040568
2009-04-30,0.003196023
2009-05-04,-0.005309735
2009-05-05,0.008134215
2009-05-06,0.000504286
2009-05-07,0.008568548
2009-05-08,0.002148926
2009-05-11,0.001595771
2009-05-12,-0.000896191
2009-05-13,0.012159266
2009-05-14,-0.004529565
2009-05-15,0.004896385
2009-05-18,0.007087312
2009-05-19,-0.010556153
2009-05-20,0.006322236
2009-05-21,0.016000785
2009-05-22,0.007777778
2009-05-25,0.002109199
2009-05-26,0.000861038
2009-05-27,-0.002580892
2009-06-01,0.033494657
2009-06-02,-0.012425816
2009-06-03,0.015962441
2009-06-04,-0.015711645
2009-06-05,0.011737089
2009-06-08,-0.027842227
2009-06-09,0.000906921
2009-06-10,0.00600887
2009-06-11,-0.004835269
2009-06-12,-0.002572286
2009-06-15,-0.01671522
2009-06-16,0.001942785
2009-06-17,0.000921033
2009-06-18,0.001452925
2009-06-19,-0.004739336
2009-06-22,-0.0005345
2009-06-23,-0.012932082
2009-06-24,0.005811949
2009-06-25,0.008275795
2009-06-26,0.009276348
2009-06-29,-0.007506857
2009-06-30,0.005624242
2009-07-01,-0.010848079
2009-07-02,0.00638526
2009-07-03,-0.003487189
2009-07-06,-0.009477521
2009-07-07,-0.002158979
2009-07-08,0.001573564
2009-07-09,-0.011684996
2009-07-10,-0.001490313
2009-07-13,-0.00159204
2009-07-14,0.01036476
2009-07-15,0.006806076
2009-07-16,0.010042128
2009-07-17,-0.001357971
2009-07-20,0.008935943
2009-07-21,0.002166065
2009-07-22,-0.000576369
2009-07-23,0.006391772
2009-07-24,-0.004106776
2009-07-27,0.00724047
2009-07-28,-0.000952109
2009-07-29,-0.01929858
2009-07-30,-0.003838492
2009-07-31,0.00604819
2009-08-03,0.015223504
2009-08-04,0.002340019
2009-08-05,0.010148173
2009-08-06,-0.000330158
2009-08-07,-0.00353857
2009-08-10,-0.00563447
2009-08-11,-0.004809295
2009-08-12,-0.005215311
2009-08-13,0.012216825
2009-08-14,-0.001425517
2009-08-17,-0.010373543
2009-08-18,-0.002788864
2009-08-19,-0.003809248
2009-08-20,0.008180058
2009-08-21,-0.004704979
2009-08-24,0.013120448
2009-08-25,-0.008760653
2009-08-26,0.002689851
2009-08-27,-0.000718563
2009-08-28,0.002732502
2009-08-31,0.003250944
2009-09-01,0.001763164
2009-09-02,0.000808677
2009-09-03,0.024003042
2009-09-04,0.008819161
2009-09-07,0.004877151
2009-09-08,0.008562271
2009-09-09,-0.003359513
2009-09-10,-0.004965153
2009-09-11,0.005768174
2009-09-14,-0.002275831
2009-09-15,0.003649635
2009-09-16,0.0155
2009-09-17,0.002685645
2009-09-18,-0.005892594
2009-09-21,-0.011361085
2009-09-22,0.009084302
2009-09-23,0.003195895
2009-09-24,-0.000403823
2009-09-25,-0.017595834
2009-09-28,-0.006533857
2009-09-29,0.004139263
2009-09-30,0.006320707
2009-10-09,0.042283009
2009-10-12,0.004017467
2009-10-13,0.006002088
2009-10-14,0.012970169
2009-10-15,-0.009944516
2009-10-16,-0.005905936
2009-10-19,0.006071119
2009-10-20,0.010301724
2009-10-21,-0.005930287
2009-10-22,-0.002360515
2009-10-23,0.0023661
2009-10-26,-0.004334764
2009-10-27,-0.011638433
2009-10-28,-0.001003097
2009-10-29,-0.008993277
2009-10-30,0.015198238
2009-11-02,-0.002386635
2009-11-03,0.014528056
2009-11-04,0.019550677
2009-11-05,0.002691337
2009-11-06,0.00402617
2009-11-09,0.014035088
2009-11-10,-0.00502554
2009-11-11,0.008073197
2009-11-12,0.011704793
2009-11-13,-0.013558496
2009-11-16,0.02090535
2009-11-17,0.005280555
2009-11-18,0.003568708
2009-11-19,0.004594854
2009-11-20,0.00206817
2009-11-23,0.016669974
2009-11-24,-0.002537576
2009-11-25,0.014559687
2009-11-26,0.005323663
2009-11-27,-0.019224866
2009-11-30,0.010407293
2009-12-01,0.006698935
2009-12-02,0.022270944
2009-12-03,0.007261918
2009-12-04,-0.0067613
2009-12-07,-0.042837264
2009-12-08,0.005500982
2009-12-09,-0.026651036
2009-12-10,-0.001967239
2009-12-11,0.009694678
2009-12-14,-0.011115538
2009-12-15,-0.002860481
2009-12-16,0.002020202
2009-12-17,0.003830645
2009-12-18,-0.016951195
2009-12-21,0.005189392
2009-12-22,-0.018292683
2009-12-23,-0.007287785
2009-12-24,0.015850505
2009-12-25,0.006118091
2009-12-28,-0.002163
2009-12-29,-0.004989775
2009-12-30,-0.007892141
2009-12-31,0.013009612
2010-01-04,-0.002494888
2010-01-05,0.022387142
2010-01-06,-0.009945859
2010-01-07,0.014055981
2010-01-08,-0.009027722
2010-01-11,0.025112867
2010-01-12,0.003342377
2010-01-13,-0.020849663
2010-01-14,0.008645533
2010-01-15,-0.000634921
2010-01-18,-0.001032402
2010-01-19,0.003060657
2010-01-20,-0.005349713
2010-01-21,-0.013944223
2010-01-22,-0.013050505
2010-01-25,0.00216973
2010-01-26,-0.003921569
2010-01-27,-0.003813976
2010-01-28,-0.007862995
2010-01-29,-0.005394191
2010-02-01,-0.000375469
2010-02-02,0.018738784
2010-02-03,0.010979107
2010-02-04,-0.012075533
2010-02-05,-0.034823626
2010-02-08,0.001232417
2010-02-09,0.004032258
2010-02-10,0.003889241
2010-02-11,8.42212E-05
2010-02-12,0.009431976
2010-02-22,0.028615526
2010-02-23,-0.005271909
2010-02-24,-0.011374292
2010-02-25,-0.008041237
2010-02-26,0.012429848
2010-03-01,0.007432044
2010-03-02,-0.001059711
2010-03-03,0.015953323
2010-03-04,-0.000401606
2010-03-05,-0.000482121
2010-03-08,0.003698046
2010-03-09,-0.0164998
2010-03-10,0.00553791
2010-03-11,-0.013039605
2010-03-12,0.005005744
2010-03-15,-0.005307422
2010-03-16,0.006197669
2010-03-17,0.012849276
2010-03-18,-0.005759162
2010-03-19,0.0017013
2010-03-22,-0.012495451
2010-03-23,-0.003398853
2010-03-24,0.000534166
2010-03-25,-0.006078029
2010-03-26,0.00487563
2010-03-29,0.006455592
2010-03-30,0.000817094
2010-03-31,-0.001632853
2010-04-01,0.003720816
2010-04-02,0.005662376
2010-04-06,0.002673472
2010-04-07,0.009170606
2010-04-08,0.006405124
2010-04-09,0.00982498
2010-04-12,0.007169024
2010-04-13,-0.008995268
2010-04-14,0.001026086
2010-04-15,-0.000591366
2010-04-16,-0.000433925
2010-04-19,-0.017917045
2010-04-20,0.006992164
2010-04-21,0.003431901
2010-04-22,0.003857626
2010-04-23,-0.005625545
2010-04-26,0.01314741
2010-04-27,-0.003185214
2010-04-28,0.006548582
2010-04-29,0.004271997
2010-04-30,0.003980643
2010-05-04,0.003381793
2010-05-05,-0.004842521
2010-05-06,0.00295858
2010-05-07,0.023249495
2010-05-10,-0.002048325
2010-05-11,0.008020069
2010-05-12,0.020475113
2010-05-13,0.004323246
2010-05-14,-0.000956586
2010-05-17,0.001067983
2010-05-18,-0.018541
2010-05-19,-0.000337344
2010-05-20,-0.020472441
2010-05-21,-0.005512173
2010-05-24,0.00804465
2010-05-25,-0.002291038
2010-05-26,0.014964216
2010-05-27,0.003242836
2010-05-28,0.002179959
2010-05-31,-0.002362736
2010-06-01,0.006315552
2010-06-02,0.003025888
2010-06-03,0.001378026
2010-06-04,-0.015658125
2010-06-07,0.009635003
2010-06-08,0.018973841
2010-06-09,-0.003415602
2010-06-10,-0.00637553
2010-06-11,-0.002596247
2010-06-17,0.008850216
2010-06-18,0.006155547
2010-06-21,0.011429827
2010-06-22,-0.016480133
2010-06-23,0.002798851
2010-06-24,-0.007932427
2010-06-25,0.007588658
2010-06-28,0.006392593
2010-06-29,-0.014346731
2010-06-30,0.005333333
2010-07-01,-0.003389331
2010-07-02,-0.024767115
2010-07-05,0.003373512
2010-07-06,-0.003211061
2010-07-07,-0.014136284
2010-07-08,0.011724907
2010-07-09,-0.005129569
2010-07-12,0.00561433
2010-07-13,-0.005393088
2010-07-14,0.010157324
2010-07-15,-0.001927875
2010-07-16,-0.001628603
2010-07-19,-0.011191199
2010-07-20,-0.006330328
2010-07-21,0.003861004
2010-07-22,-0.003769231
2010-07-23,0.010462513
2010-07-26,-0.002024988
2010-07-27,-0.006508423
2010-07-28,-0.014258189
2010-07-29,0
2010-07-30,0
2010-08-02,0.010125098
2010-08-03,0.000774024
2010-08-04,0.007888936
2010-08-05,0.000575529
2010-08-06,0.002032364
2010-08-09,0.00838085
2010-08-10,-0.006527514
2010-08-11,0.0001528
2010-08-12,0.003055534
2010-08-13,0.012489529
2010-08-16,0.00361038
2010-08-17,0.004271903
2010-08-18,-0.004477612
2010-08-19,0.007458771
2010-08-20,0.000111611
2010-08-23,0.001599583
2010-08-24,-0.006425255
2010-08-25,0.008036782
2010-08-26,0.007972707
2010-08-27,-0.006658818
2010-08-30,0.003518388
2010-08-31,-0.001217892
2010-09-01,0.012341573
2010-09-02,-0.002518524
2010-09-03,0.002268735
2010-09-06,-0.000730194
2010-09-07,-0.000949945
2010-09-08,0.007789643
2010-09-09,-0.005189244
2010-09-10,-0.006711899
2010-09-13,0.000330518
2010-09-14,0.002239436
2010-09-15,0.010989011
2010-09-16,-0.002898551
2010-09-17,0.008539244
2010-09-20,-0.000144118
2010-09-21,-0.003927786
2010-09-27,0.014362202
2010-09-28,-0.00773922
2010-09-29,0.013406657
2010-09-30,0.000532009
2010-10-08,0.013115916
2010-10-11,0.014660602
2010-10-12,-0.000448291
2010-10-13,0.006347892
2010-10-14,0.014706891
2010-10-15,-0.003141998
2010-10-18,-0.013793805
2010-10-19,0.005601567
2010-10-20,-0.017189529
2010-10-21,0.00020863
2010-10-22,-0.012862854
2010-10-25,0.018242648
2010-10-26,-0.004254142
2010-10-27,-0.00267454
2010-10-28,-0.00243792
2010-10-29,0.009670775
2010-11-01,0.013381743
2010-11-02,-0.002354386
2010-11-03,-0.001333881
2010-11-04,0.002054865
2010-11-05,0.016405209
2010-11-08,0.005043882
2010-11-09,0.01582522
2010-11-10,-0.009353798
2010-11-11,0.004588071
2010-11-12,-0.010491131
2010-11-15,-0.012676009
2010-11-16,-0.004878049
2010-11-17,-0.016203704
2010-11-18,0.010692042
2010-11-19,0.001061317
2010-11-22,0.003864569
2010-11-23,0.003543079
2010-11-24,0.006551923
2010-11-25,-0.003102867
2010-11-26,-0.002469721
2010-11-29,-0.000508733
2010-11-30,0.001289447
2010-12-01,0.01531788
2010-12-02,0.001301736
2010-12-03,-0.003333444
2010-12-06,0.013712833
2010-12-07,0.004091194
2010-12-08,-0.018532514
2010-12-09,-0.000569152
2010-12-10,0.00284738
2010-12-13,0.000434245
2010-12-14,0.005008347
2010-12-15,-0.007209302
2010-12-16,-0.002141686
2010-12-17,-0.004627922
2010-12-20,0.009231495
2010-12-21,-0.002503756
2010-12-22,0.000301205
2010-12-23,-0.002743484
2010-12-24,0.001073573
2010-12-27,0.000335132
2010-12-28,0.0017086
2010-12-29,0.006923077
2010-12-30,0.001428239
2010-12-31,0.000995025
2011-01-04,0.002319417
2011-01-05,-0.015933884
2011-01-06,0.002989788
2011-01-07,-0.005626821
2011-01-10,0.005523931
2011-01-11,0.004220681
2011-01-12,-0.001901331
2011-01-13,-0.004745672
2011-01-14,-0.006749496
2011-01-17,-0.008113865
2011-01-18,0.010463888
2011-01-19,-0.001585374
2011-01-20,-0.007027264
2011-01-21,-0.009866966
2011-01-24,0.000721625
2011-01-25,-0.013460614
2011-01-26,0.003132614
2011-01-27,-0.002949341
2011-01-28,-0.016599965
2011-01-31,0.011041121
2011-02-01,0.000875044
2011-02-09,0.014163315
2011-02-10,-0.001
2011-02-11,0.001967485
2011-02-14,3.44495E-05
2011-02-15,0.002273588
2011-02-16,0.006461591
2011-02-17,0.001946522
2011-02-18,0.002385821
2011-02-21,0.008126488
2011-02-22,0.001247934
2011-02-23,0.00148218
2011-02-24,0.00588631
2011-02-25,-0.002441063
2011-02-28,0.004290695
2011-03-01,0.000634179
2011-03-02,0.008272457
2011-03-03,-0.001885731
2011-03-04,-0.006562811
2011-03-07,0.014446817
2011-03-08,-0.006676533
2011-03-09,9.93312E-05
2011-03-10,0.004138388
2011-03-11,-0.007748104
2011-03-14,0.005748463
2011-03-15,-0.007400555
2011-03-16,-0.006457196
2011-03-17,-0.003015075
2011-03-18,0.010887097
2011-03-21,0.0076785
2011-03-22,-0.001154544
2011-03-23,0
2011-03-24,0.004953765
2011-03-25,-0.001051594
2011-03-28,-0.011809987
2011-03-29,0.001464762
2011-03-30,0.003024964
2011-03-31,0.001391927
2011-04-01,0.002912364
2011-04-06,0.011318638
2011-04-07,0.000228407
2011-04-08,0.008677497
2011-04-11,0.004366106
2011-04-12,-0.009821285
2011-04-13,0.001463415
2011-04-14,0.001915895
2011-04-15,0.005444999
2011-04-18,0.005737863
2011-04-19,0.005128205
2011-04-20,0.005707908
2011-04-21,0.001299978
2011-04-22,0.005319823
2011-04-25,0.004472723
2011-04-26,-0.008874255
2011-04-27,-0.001044073
2011-04-28,0.014030531
2011-04-29,0
2011-05-03,0.005715714
2011-05-04,-0.001024845
2011-05-05,-0.011036155
2011-05-06,-0.021155539
2011-05-09,0.011336266
2011-05-10,0.003429442
2011-05-11,0.007246835
2011-05-12,-0.018096704
2011-05-13,0.014302627
2011-05-16,-0.009400631
2011-05-17,-6.36902E-05
2011-05-18,-0.002070064
2011-05-19,0.001116962
2011-05-20,0.001338859
2011-05-23,0.004393226
2011-05-24,0.008082409
2011-05-25,0.002641094
2011-05-26,0.002195114
2011-05-27,-0.000625802
2011-05-30,0.002817872
2011-05-31,0.00109276
2011-06-01,-0.003617764
2011-06-02,0.005947164
2011-06-03,-0.005009646
2011-06-07,0.00706758
2011-06-08,-0.00319846
2011-06-09,-0.000903427
2011-06-10,0.003180443
2011-06-13,-0.00537718
2011-06-14,-0.006375
2011-06-15,0.001698327
2011-06-16,0.002637363
2011-06-17,-0.002004134
2011-06-20,0.006181362
2011-06-21,0.002058191
2011-06-22,0.001400429
2011-06-23,-0.00087016
2011-06-24,-0.01125972
2011-06-27,-0.012363156
2011-06-28,-0.001051123
2011-06-29,0.003156686
2011-06-30,0.000286068
2011-07-01,-0.004353352
2011-07-04,-0.003383015
2011-07-05,-0.00044833
2011-07-06,0.014032615
2011-07-07,0.008498942
2011-07-08,-0.000689223
2011-07-11,0.009122829
2011-07-12,0.001180528
2011-07-13,0.014087566
2011-07-14,0.006945932
2011-07-15,-0.005712897
2011-07-18,0.013294621
2011-07-19,0.007208566
2011-07-20,-0.010630652
2011-07-21,0.008414298
2011-07-22,-0.010415103
2011-07-25,0.01759175
2011-07-26,-0.002980626
2011-07-27,0.004783259
2011-07-28,-0.003748884
2011-07-29,-0.002508661
2011-08-01,-5.98802E-05
2011-08-02,0.007245943
2011-08-03,0.028180737
2011-08-04,-0.00312247
2011-08-05,0.000435035
2011-08-08,0.022293086
2011-08-09,0.023338249
2011-08-10,0.002438551
2011-08-11,0.017829993
2011-08-12,-0.014693102
2011-08-15,-0.009041043
2011-08-16,0.01460321
2011-08-17,0.008882553
2011-08-18,0.003722826
2011-08-19,0.032785554
2011-08-22,0.021809793
2011-08-23,-0.004976911
2011-08-24,-0.019104832
2011-08-25,-0.051097385
2011-08-26,0.02168915
2011-08-29,0.01805661
2011-08-30,-0.011850866
2011-08-31,0.017895162
2011-09-01,-0.006830999
2011-09-02,0.013542694
2011-09-05,0.019463952
2011-09-06,0.01519647
2011-09-07,-0.035554539
2011-09-08,0.003715513
2011-09-09,0.015830927
2011-09-13,-0.024371333
2011-09-14,0.001324503
2011-09-15,-0.007989418
2011-09-16,-0.021467812
2011-09-19,0.02798899
2011-09-20,-0.017417815
2011-09-21,0.010738472
2011-09-22,-0.017645017
2011-09-23,-0.02173913
2011-09-26,-0.090111111
2011-09-27,0.045213091
2011-09-28,0.002570319
2011-09-29,-0.021121631
2011-09-30,0.007410714
2011-10-10,0.013057993
2011-10-11,0.011314922
2011-10-12,-0.001643646
2011-10-13,0.002252903
2011-10-14,-0.004005764
2011-10-17,0.007754405
2011-10-18,-0.013408367
2011-10-19,-0.00820674
2011-10-20,-0.017077465
2011-10-21,0.005254045
2011-10-24,0.014016749
2011-10-25,0.000117144
2011-10-26,0.032210835
2011-10-27,0.001333333
2011-10-28,0.009547554
2011-10-31,-0.016416905
2011-11-01,0.002225456
2011-11-02,0.006405329
2011-11-03,-0.000339443
2011-11-04,0.017232598
2011-11-07,0.006008512
2011-11-08,0.009816121
2011-11-09,-0.000794085
2011-11-10,-0.016497218
2011-11-11,0.006408649
2011-11-14,0.012486503
2011-11-15,-0.008394859
2011-11-16,-0.001268511
2011-11-17,-0.002954414
2011-11-18,-0.020492938
2011-11-21,-0.002346621
2011-11-22,-0.018420381
2011-11-23,0.011201894
2011-11-24,-0.005082084
2011-11-25,-0.008465578
2011-11-28,0.015831211
2011-11-29,0.002991538
2011-11-30,-0.000766958
2011-12-01,0.01680075
2011-12-02,-0.000251622
2011-12-05,-0.000251685
2011-12-06,-0.016839161
2011-12-07,0.00887675
2011-12-08,0.004765933
2011-12-09,-0.015408796
2011-12-12,-0.012713797
2011-12-13,-0.020297973
2011-12-14,-0.004008134
2011-12-15,-0.046367806
2011-12-16,0.022154648
2011-12-19,-0.005160585
2011-12-20,0.002837788
2011-12-21,0.013844515
2011-12-22,-0.00987395
2011-12-23,0.001151829
2011-12-26,-0.00457174
2011-12-27,-0.00733013
2011-12-28,-0.008364739
2011-12-29,-0.025151403
2011-12-30,0.01362916
2012-01-04,0.027892433
2012-01-05,0.009917255
2012-01-06,0.001807338
2012-01-09,-0.004630465
2012-01-10,0.003050991
2012-01-11,0.010390002
2012-01-12,0.00557377
2012-01-13,0.000414975
2012-01-16,-0.00331842
2012-01-17,0.008293945
2012-01-18,-0.002506044
2012-01-19,0.003103479
2012-01-20,-0.00150274
2012-01-30,0.035824948
2012-01-31,0.008974103
2012-02-01,-0.00446126
2012-02-02,0.007147314
2012-02-03,0.005322444
2012-02-06,-0.014118043
2012-02-07,-0.000596676
2012-02-08,0.010121112
2012-02-09,-0.005629046
2012-02-10,-0.004415511
2012-02-13,-0.000426451
2012-02-14,-0.008987741
2012-02-15,0.007949947
2012-02-16,-0.003473804
2012-02-17,0.006228927
2012-02-20,-0.000766697
2012-02-21,0.005001563
2012-02-22,0.008680899
2012-02-23,0.008970621
2012-02-24,-0.000361191
2012-02-27,-0.000305734
2012-02-28,0.000861877
2012-02-29,0.005472374
2012-03-01,-0.038567798
2012-03-02,0.002011494
2012-03-05,-0.001749355
2012-03-06,-0.005975466
2012-03-07,-0.014508251
2012-03-08,0.007214288
2012-03-09,0.01091862
2012-03-12,0.000172811
2012-03-13,-0.00046075
2012-03-14,-0.016565831
2012-03-15,-0.012011132
2012-03-16,0.006375093
2012-03-19,-0.00117855
2012-03-20,-0.004070796
2012-03-21,0.000740477
2012-03-22,-0.00325569
2012-03-23,-0.000504796
2012-03-26,0.007991682
2012-03-27,0.013292464
2012-03-28,-0.007504363
2012-03-29,-0.008586835
2012-03-30,0.002217033
2012-04-05,-0.021413403
2012-04-06,0.007535114
2012-04-09,0.003350485
2012-04-10,0.003249851
2012-04-11,0.004606378
2012-04-12,-0.000207076
2012-04-13,0.008935704
2012-04-16,-0.016305464
2012-04-17,0.00035775
2012-04-18,0.002503353
2012-04-19,-0.004696929
2012-04-20,0.000448015
2012-04-23,-0.004955816
2012-04-24,0.001050105
2012-04-25,0.002787352
2012-04-26,0.002600275
2012-04-27,0.001907885
2012-05-02,0.001100896
2012-05-03,-0.005765916
2012-05-04,-0.005022121
2012-05-07,0.002012979
2012-05-08,-0.002878474
2012-05-09,-0.023785897
2012-05-10,0.002864712
2012-05-11,-0.009921062
2012-05-14,-0.001054787
2012-05-15,-0.010838509
2012-05-16,-0.014222473
2012-05-17,0.009554749
2012-05-18,0.018266137
2012-05-21,0.011525235
2012-05-22,-0.006125762
2012-05-23,-0.017072945
2012-05-24,0.001065998
2012-05-25,0.005355633
2012-05-28,0.009314642
2012-05-29,-0.001358067
2012-05-30,-0.015948076
2012-05-31,0.010553095
2012-06-01,-0.004693085
2012-06-04,0.038221334
2012-06-05,-0.004421319
2012-06-06,0.007522431
2012-06-07,-0.003118441
2012-06-08,-0.02872526
2012-06-11,0.015762906
2012-06-12,-0.005030488
2012-06-13,0.013022828
2012-06-14,0.005142166
2012-06-15,0.003551008
2012-06-18,-0.006597097
2012-06-19,0.007365371
2012-06-20,-0.007581206
2012-06-21,-0.008031643
2012-06-25,-0.016406416
2012-06-26,0.004518166
2012-06-27,-0.007085644
2012-06-28,0.001272107
2012-06-29,-0.000681727
2012-07-02,0.011504233
2012-07-03,0.008951563
2012-07-04,0.003038405
2012-07-05,0.002362777
2012-07-06,-0.007857359
2012-07-09,-0.007371307
2012-07-10,-0.00119676
2012-07-11,-0.002918676
2012-07-12,-0.005114932
2012-07-13,0.00319004
2012-07-16,0.008026921
2012-07-17,0.002082631
2012-07-18,-0.006571105
