,asset,weight
0,bond,0.46200030137149667
1,stock_large,0.04959310899658104
2,stock_small,6.3358064454621675e-19
3,stock_HongKong,0.1238449978591659
4,stock_US,0.1217739010679129
5,gold,0.09278769070484355
