,SP500,London_gold,Barclays_US_bond,s_bm,g_bm,b_bm,ms_return,bm_return
2007/11/30,0.541478408,0.437585389,0.020936202,0.989763481,4.16E-17,0.010236519,0.004709478,-0.047760771
2007/12/31,0.153707117,0.771185595,0.075107288,1,0,2.22E-16,-0.002553186,0.009328802
2008/1/31,0.422174488,0.465499183,0.112326329,0.97942164,0,0.02057836,0.022984053,-0.065503731
2008/2/29,0.019868211,0.880165079,0.09996671,0.765043362,0,0.234956638,0.035834374,-0.013956934
2008/3/31,0.014670047,0.86750547,0.117824483,0.676866561,6.94E-18,0.323133439,0.042932325,-0.018682872
2008/4/30,0.01229154,0.86641864,0.12128982,0.65876849,1.04E-16,0.34123151,-0.052171489,0.028693479
2008/5/31,0.019326593,0.85864388,0.122029527,0.704187101,3.99E-17,0.295812899,-0.020624487,0.016926093
2008/6/30,0.084997391,0.68688255,0.228120059,0.72956177,1.23E-17,0.27043823,-0.005854764,-0.034993431
2008/7/31,0.043358653,0.4637796,0.492861747,0.620528096,7.72E-17,0.379471904,0.025511834,-0.038012521
2008/8/31,0.012271061,0.879384466,0.108344473,0.481541304,1.53E-16,0.518458696,-0.0939154,0.011446063
2008/9/30,0.055708729,0.864630164,0.079661107,0.599052024,0,0.400947976,-0.018283404,-0.026386519
2008/10/31,0.019193876,0.75106771,0.229738414,0.439778159,9.37E-17,0.560221841,-0.022932039,-0.105167
2008/11/30,0.055039862,0.531385812,0.413574326,0.047559725,2.57E-16,0.952440275,-0.03871229,0.000545697
2008/12/31,0.054401737,0.816623318,0.128974945,0,3.47E-16,1,0.073893045,0.036345127
2009/1/31,0.103663224,0.829300252,0.067036525,0,0,1,0.038434965,0.013279826
2009/2/28,0.124758497,0.805675445,0.069566058,0,3.05E-16,1,0.066963599,-0.006518362
