,SP500,London_gold,Barclays_US_bond,s_bm,g_bm,b_bm,ms_return,bm_return
2007/11/30,0.242858185,0.165132375,0.59200944,0.196496901,0.20463891,0.598864189,0.007560179,0.012659403
2007/12/31,0.198587729,0.180174155,0.621238116,0.198697405,0.203506155,0.59779644,0.00386033,0.003615528
2008/1/31,0.221450245,0.194097853,0.584451902,0.199887253,0.202569513,0.597543234,0.017400413,0.02001055
2008/2/29,0.181903187,0.174002038,0.644094775,0.202034897,0.198258035,0.599707069,0.002140226,0.002928845
2008/3/31,0.18632526,0.181097434,0.632577306,0.201572587,0.199885176,0.598542237,0.00572731,0.006091882
2008/4/30,0.188875189,0.179102646,0.632022165,0.201625222,0.19948358,0.598891197,-0.001150711,-0.001961407
2008/5/31,0.19524391,0.178721028,0.626035063,0.201663453,0.19862042,0.599716127,0.000670504,0.000313726
2008/6/30,0.199633982,0.195396872,0.604969145,0.201621531,0.198030814,0.600347655,-0.015143312,-0.01518033
2008/7/31,0.173577588,0.228479972,0.597942439,0.201242167,0.198133194,0.60062464,0.003806653,0.000303806
2008/8/31,0.184775382,0.185278035,0.629946583,0.200242737,0.198390031,0.601367232,-0.013936005,-0.01514562
2008/9/30,0.19740459,0.17347218,0.629123231,0.202236219,0.195216641,0.60254714,-0.006908524,-0.007833096
2008/10/31,0.181719348,0.194927135,0.623353517,0.200672629,0.19425761,0.60506976,-0.057225719,-0.060617677
2008/11/30,0.150379755,0.231334082,0.618286163,0.187843702,0.202665026,0.609491272,-0.025796475,-0.027197138
2008/12/31,0.152447074,0.179054904,0.668498022,0.183680929,0.198643123,0.617675948,0.03877501,0.0384397
2009/1/31,0.176785379,0.167119051,0.65609557,0.188466841,0.198939282,0.612593877,0.014109737,0.014865444
2009/2/28,0.189956003,0.167351501,0.642692496,0.189123504,0.198542636,0.612333859,-0.001622743,0.001579934
