,SP500,London_gold,Barclays_US_bond,s_bm,g_bm,b_bm,ms_return,bm_return
2015-08-31,0.280093642652,0.0,0.719906357348,0.068,0.022,0.91,-0.00249175293997,0.00356091724098
2015-09-30,0.164489839172,7.45660044127e-17,0.835510160828,0.066,0.021,0.913,-0.00767400014376,-0.00274079506605
2015-10-31,0.0,0.0,1.0,0.062,0.021,0.916,0.00702235260418,0.00959923302867
2015-11-30,0.0178570189384,0.0,0.982142981062,0.064,0.023,0.913,-0.00678052163839,-0.00633975905811
2015-12-31,0.104023175027,1.01915004214e-17,0.895976824973,0.066,0.019,0.915,-0.00093111251798,-0.000796194781438
2016-01-31,0.116091568321,3.8810194015e-17,0.883908431679,0.064,0.018,0.918,-0.00204041529028,0.00207430951537
2016-02-29,3.20493781064e-17,0.0,1.0,0.061,0.017,0.922,0.0104965031589,0.0107515642874
2016-03-31,2.03438435246e-18,0.10379219249,0.89620780751,0.058,0.019,0.923,0.00682898366044,0.00675647870294
2016-04-30,0.0,0.109042028013,0.890957971987,0.059,0.021,0.92,0.00933738602607,0.0115839177903
2016-05-31,0.0299693019975,0.0870167775636,0.883013920439,0.059,0.021,0.92,0.00338888770689,0.00235958356106
2016-06-30,0.0670622289471,0.0753167144702,0.857621056583,0.057,0.022,0.921,0.00952418345427,0.00944267517345
2016-07-31,0.128468611605,0.0558826181521,0.815648770243,0.057,0.023,0.921,0.0162438533997,0.013602145369
2016-08-31,0.233581609807,0.110775810663,0.65564257953,0.059,0.024,0.916,0.00367973292786,0.00121064175555
2016-09-30,0.258781834312,0.0821400351441,0.659078130544,0.06,0.025,0.916,-0.0040795881035,-0.00201181519559
2016-10-31,0.20595752778,0.00610731264109,0.787935159579,0.058,0.024,0.918,-0.00421480154453,-0.00431534180893
2016-11-30,0.192491251221,1.30104260698e-18,0.807508748779,0.057,0.021,0.922,-0.011440415564,-0.0152604206723
2016-12-31,0.230960669576,0.0,0.769039330424,0.06,0.021,0.919,-0.00150424194802,-0.011350963005
2017-01-31,0.247643169184,0.0115030260821,0.740853804734,0.063,0.017,0.919,0.00888993884321,0.00790354102142
2017-02-28,0.265716415439,0.0160946788884,0.718188905672,0.061,0.02,0.918,0.00876070627208,0.00446740086106
2017-03-31,0.280165525588,0.0169777541854,0.702856720227,0.062,0.023,0.915,0.00203295903269,-0.00305996037783
